Team,Pays,_,Nom_URL,Nom,Poste,Age,Date de naissance,Taille,Poids,JIFF,Contrat,Durée,Autres,TABLE
Montpellier Hérault Rugby,France,,https://www.allrugby.com/joueurs/enzo-forletta-2448.html,Enzo FORLETTA,Pilier,30,15/06/1994,,118,JIFF,PRO,2026,,TABLE PROS
Montpellier Hérault Rugby,France,,https://www.allrugby.com/joueurs/luca-tabarot-12094.html,Luca TABAROT,Pilier,21,24/12/2003,,117,JIFF,ESPOIR,,,TABLE PROS
Montpellier Hérault Rugby,Géorgie,,https://www.allrugby.com/joueurs/luka-japaridze-6740.html,Luka JAPARIDZE,Pilier,26,06/09/1998,,126,JIFF,PRO,2026,,TABLE PROS
Montpellier Hérault Rugby,France,,https://www.allrugby.com/joueurs/mohammed-houas-4681.html,Mohamed HAOUAS,Pilier,30,09/03/1994,,127,JIFF Formé,PRO,2025,,TABLE PROS
Montpellier Hérault Rugby,Géorgie,,https://www.allrugby.com/joueurs/nika-abuladze-11275.html,Nika ABULADZE,Pilier,29,20/08/1995,,126,NON JIFF,PRO,2027,,TABLE PROS
Montpellier Hérault Rugby,France,,https://www.allrugby.com/joueurs/wilfrid-hounkpatin-1476.html,Wilfrid HOUNKPATIN,Pilier,33,29/07/1991,,132,JIFF,PRO,2027,,TABLE PROS
Montpellier Hérault Rugby,France,,https://www.allrugby.com/joueurs/christopher-tolofua-1082.html,Christopher TOLOFUA,Talonneur,31,31/12/1993,,125,JIFF,PRO,2027,,TABLE PROS
Montpellier Hérault Rugby,Nouvelle-Zélande,,https://www.allrugby.com/joueurs/jordan-uelese-5588.html,Jordan UELESE,Talonneur,28,24/01/1997,,122,NON JIFF,PRO,2026,,TABLE PROS
Montpellier Hérault Rugby,Géorgie,,https://www.allrugby.com/joueurs/vano-karkadze-6737.html,Vano KARKADZE,Talonneur,24,25/06/2000,,114,JIFF(8),PRO,2025 +1,,TABLE PROS
Montpellier Hérault Rugby,France,,https://www.allrugby.com/joueurs/bastien-chalureau-1912.html,Bastien CHALUREAU,2ème ligne,33,13/02/1992,,118,JIFF,PRO,2027,,TABLE PROS
Montpellier Hérault Rugby,France,,https://www.allrugby.com/joueurs/florian-verhaeghe-5088.html,Florian VERHAEGHE,2ème ligne,27,27/04/1997,,110,JIFF,PRO,2026,,TABLE PROS
Montpellier Hérault Rugby,Nouvelle-Zélande,,https://www.allrugby.com/joueurs/mahonri-ngakuru-13612.html,Mahonri NGAKURU,2ème ligne,25,02/01/2000,,119,NON JIFF(8),PRO,2025,JOKER (8),TABLE PROS
Montpellier Hérault Rugby,Afrique du sud,,https://www.allrugby.com/joueurs/paul-willemse-3312.html,Paul WILLEMSE,2ème ligne,32,13/11/1992,,129,NON JIFF,PRO,2025,,TABLE PROS
Montpellier Hérault Rugby,Canada,,https://www.allrugby.com/joueurs/tyler-duguid-8246.html,Tyler DUGUID,2ème ligne,24,17/10/2000,,124,JIFF Formé(8),PRO,2027,,TABLE PROS
Montpellier Hérault Rugby,France,,https://www.allrugby.com/joueurs/alexandre-becognee-5466.html,Alexandre BÉCOGNÉE,3ème ligne,28,03/09/1996,,108,JIFF,PRO,2027,,TABLE PROS
Montpellier Hérault Rugby,Australie,,https://www.allrugby.com/joueurs/billy-vunipola-2111.html,Billy VUNIPOLA,3ème ligne,32,03/11/1992,,134,NON JIFF,PRO,2026,,TABLE PROS
Montpellier Hérault Rugby,France,,https://www.allrugby.com/joueurs/lenni-nouchi-11986.html,Lenni NOUCHI,3ème ligne,21,24/11/2003,,108,JIFF,ESPOIR,2026,,TABLE PROS
Montpellier Hérault Rugby,France,,https://www.allrugby.com/joueurs/marco-tauleigne-1398.html,Marco TAULEIGNE,3ème ligne,31,30/08/1993,,118,JIFF,PRO,2026,,TABLE PROS
Montpellier Hérault Rugby,Afrique du sud,,https://www.allrugby.com/joueurs/nicolaas-janse-van-rensburg-4463.html,Nicolaas JANSE VAN RENSBURG,3ème ligne,30,06/05/1994,,116,NON JIFF,PRO,2025,,TABLE PROS
Montpellier Hérault Rugby,France,,https://www.allrugby.com/joueurs/nicolas-martins-14149.html,Nicolas MARTINS,3ème ligne,26,18/01/1999,,100,JIFF,PRO,2027,,TABLE PROS
Montpellier Hérault Rugby,Angleterre,,https://www.allrugby.com/joueurs/sam-simmonds-5634.html,Sam SIMMONDS,3ème ligne,30,10/11/1994,,108,NON JIFF,PRO,2025,,TABLE PROS
Montpellier Hérault Rugby,France,,https://www.allrugby.com/joueurs/yacouba-camara-1084.html,Yacouba CAMARA,3ème ligne,30,02/06/1994,,112,JIFF,PRO,2028,,TABLE PROS
Montpellier Hérault Rugby,France,,https://www.allrugby.com/joueurs/alexis-bernadet-11514.html,Alexis BERNADET,Mêlée,23,02/06/2001,,79,JIFF,PRO,2027,,TABLE PROS
Montpellier Hérault Rugby,Afrique du sud,,https://www.allrugby.com/joueurs/cobus-reinach-5622.html,Cobus REINACH,Mêlée,35,07/02/1990,,85,NON JIFF,PRO,2025,,TABLE PROS
Montpellier Hérault Rugby,France,,https://www.allrugby.com/joueurs/leo-coly-7290.html,Léo COLY,Mêlée,25,09/09/1999,,79,JIFF,PRO,2025 +1,,TABLE PROS
Montpellier Hérault Rugby,France,,https://www.allrugby.com/joueurs/martin-doan-10350.html,Martin DOAN,Mêlée,26,08/10/1998,,78,JIFF,PRO,2025,JOKER (8),TABLE PROS
Montpellier Hérault Rugby,France,,https://www.allrugby.com/joueurs/aurelien-barreau-16342.html,Aurélien BARREAU,Ouverture,19,07/03/2005,,84,JIFF,ESPOIR,2027,,TABLE PROS
Montpellier Hérault Rugby,Argentine,,https://www.allrugby.com/joueurs/domingo-miotti-7497.html,Domingo MIOTTI,Ouverture,28,22/05/1996,,93,NON JIFF,PRO,2026 +1,,TABLE PROS
Montpellier Hérault Rugby,France,,https://www.allrugby.com/joueurs/hugo-reus-14138.html,Hugo REUS,Ouverture,20,21/02/2004,,85,JIFF,ESPOIR,2026,,TABLE PROS
Montpellier Hérault Rugby,France,,https://www.allrugby.com/joueurs/thomas-vincent-5905.html,Thomas VINCENT,Ouverture,25,21/07/1999,,85,JIFF,PRO,2026,,TABLE PROS
Montpellier Hérault Rugby,France,,https://www.allrugby.com/joueurs/arthur-vincent-5600.html,Arthur VINCENT,Centre,25,30/09/1999,,92,JIFF Formé(8),PRO,2028,,TABLE PROS
Montpellier Hérault Rugby,France,,https://www.allrugby.com/joueurs/auguste-cadot-8147.html,Auguste CADOT,Centre,23,28/07/2001,,92,JIFF(8),PRO,2026,,TABLE PROS
Montpellier Hérault Rugby,Afrique du sud,,https://www.allrugby.com/joueurs/jan-serfontein-3962.html,Jan SERFONTEIN,Centre,31,15/04/1993,,97,NON JIFF,PRO,2025,,TABLE PROS
Montpellier Hérault Rugby,France,,https://www.allrugby.com/joueurs/kilian-bakour-18112.html,Kilian BAKOUR,Centre,22,12/01/2003,,93,JIFF,ESPOIR,,,TABLE PROS
Montpellier Hérault Rugby,France,,https://www.allrugby.com/joueurs/pierre-lucas-4760.html,Pierre LUCAS,Centre,27,29/04/1997,,90,JIFF,PRO,2025,,TABLE PROS
Montpellier Hérault Rugby,France,,https://www.allrugby.com/joueurs/thomas-darmon-5256.html,Thomas DARMON,Centre,26,12/05/1998,,90,JIFF Formé(8),PRO,2026,,TABLE PROS
Montpellier Hérault Rugby,France,,https://www.allrugby.com/joueurs/gabriel-n-gandebe-5291.html,Gabriel N'GANDEBE,Ailier,27,30/03/1997,,77,JIFF,PRO,2026,,TABLE PROS
Montpellier Hérault Rugby,Nouvelle-Zélande,,https://www.allrugby.com/joueurs/george-bridge-6698.html,George BRIDGE,Ailier,29,01/04/1995,,96,NON JIFF,PRO,2025,,TABLE PROS
Montpellier Hérault Rugby,République démocratique du Congo,,https://www.allrugby.com/joueurs/michael-tambwe-6795.html,Madosh TAMBWE,Ailier,27,12/05/1997,,94,NON JIFF,PRO,2026,,TABLE PROS
Montpellier Hérault Rugby,France,,https://www.allrugby.com/joueurs/mael-moustin-9193.html,Maël MOUSTIN,Ailier,21,22/04/2003,,103,JIFF,ESPOIR,2027,,TABLE PROS
Montpellier Hérault Rugby,France,,https://www.allrugby.com/joueurs/anthony-bouthier-4723.html,Anthony BOUTHIER,Arrière,32,19/06/1992,,86,JIFF,PRO,2025,,TABLE PROS
Montpellier Hérault Rugby,Nouvelle-Zélande,,https://www.allrugby.com/joueurs/joshua-moorby-12585.html,Joshua MOORBY,Arrière,26,11/07/1998,,96,NON JIFF,PRO,2026,,TABLE PROS
Montpellier Hérault Rugby,France,,https://www.allrugby.com/joueurs/julien-tisseron-4390.html,Julien TISSERON,Arrière,29,12/08/1995,,86,JIFF,PRO,2025,,TABLE PROS
Montpellier Hérault Rugby,Ecosse,,https://www.allrugby.com/joueurs/stuart-hogg-2162.html,Stuart HOGG,Arrière,32,24/06/1992,,93,NON JIFF,PRO,,JOKER (8),TABLE PROS
Montpellier Hérault Rugby,France,,https://www.allrugby.com/joueurs/baptiste-gilliocq-18105.html,Baptiste GILLIOCQ,Pilier,18,30/08/2006,,111,JIFF,ESPOIR,,,TABLE ESPOIRS
Montpellier Hérault Rugby,Géorgie,,https://www.allrugby.com/joueurs/luka-kotorashvili-15294.html,Luka KOTORASHVILI,Pilier,20,20/06/2004,,105,NON JIFF,ESPOIR,2026,,TABLE ESPOIRS
Montpellier Hérault Rugby,Australie,,https://www.allrugby.com/joueurs/pj-poutasi-15078.html,PJ POUTASI,Pilier,20,01/11/2004,,125,NON JIFF,ESPOIR,,,TABLE ESPOIRS
Montpellier Hérault Rugby,France,,https://www.allrugby.com/joueurs/sylvestre-vakauliafa-18106.html,Sylvestre VAKAULIAFA,Pilier,18,05/12/2006,,115,JIFF,ESPOIR,,,TABLE ESPOIRS
Montpellier Hérault Rugby,France,,https://www.allrugby.com/joueurs/tom-petit-16347.html,Tom PETIT,Pilier,20,24/04/2004,,113,JIFF,ESPOIR,,,TABLE ESPOIRS
Montpellier Hérault Rugby,France,,https://www.allrugby.com/joueurs/lyam-akrab-16341.html,Lyam AKRAB,Talonneur,19,06/09/2005,,103,JIFF,ESPOIR,,,TABLE ESPOIRS
Montpellier Hérault Rugby,France,,https://www.allrugby.com/joueurs/noah-lartot-18463.html,Noah LARTOT,Talonneur,20,04/10/2004,,-,JIFF,ESPOIR,,,TABLE ESPOIRS
Montpellier Hérault Rugby,Ecosse,,https://www.allrugby.com/joueurs/charlie-moss-16310.html,Charlie MOSS,2ème ligne,19,23/04/2005,,114,NON JIFF,ESPOIR,,,TABLE ESPOIRS
Montpellier Hérault Rugby,Géorgie,,https://www.allrugby.com/joueurs/nikoloz-chkhortolia-18107.html,Nikoloz CHKHORTOLIA,2ème ligne,18,30/01/2007,,115,NON JIFF,ESPOIR,,,TABLE ESPOIRS
Montpellier Hérault Rugby,France,,https://www.allrugby.com/joueurs/nils-punti-18108.html,Nils PUNTI,2ème ligne,18,08/12/2006,,106,JIFF,ESPOIR,,,TABLE ESPOIRS
Montpellier Hérault Rugby,France,,https://www.allrugby.com/joueurs/youssouf-soucouna-13881.html,Youssouf SOUCOUNA,2ème ligne,20,09/04/2004,,110,JIFF,ESPOIR,2027,,TABLE ESPOIRS
Montpellier Hérault Rugby,France,,https://www.allrugby.com/joueurs/edgard-lubin-15724.html,Edgard LUBIN,3ème ligne,20,01/04/2004,,-,JIFF,ESPOIR,,,TABLE ESPOIRS
Montpellier Hérault Rugby,France,,https://www.allrugby.com/joueurs/jules-veyrier-16348.html,Jules VEYRIER,3ème ligne,20,26/07/2004,,91,JIFF,ESPOIR,,,TABLE ESPOIRS
Montpellier Hérault Rugby,France,,https://www.allrugby.com/joueurs/romain-delemarle-14726.html,Romain DELEMARLE,3ème ligne,21,02/02/2004,,109,JIFF,ESPOIR,2026,,TABLE ESPOIRS
Montpellier Hérault Rugby,Angleterre,,https://www.allrugby.com/joueurs/solomon-shand-18109.html,Solomon SHAND,3ème ligne,18,25/07/2006,,108,NON JIFF,ESPOIR,,,TABLE ESPOIRS
Montpellier Hérault Rugby,France,,https://www.allrugby.com/joueurs/gabin-came-17830.html,Gabin CAME,Mêlée,19,13/03/2005,,-,JIFF,ESPOIR,,,TABLE ESPOIRS
Montpellier Hérault Rugby,Chili,,https://www.allrugby.com/joueurs/lucas-berti-14293.html,Lucas BERTI,Mêlée,21,12/12/2003,,82,NON JIFF,ESPOIR,2025,,TABLE ESPOIRS
Montpellier Hérault Rugby,France,,https://www.allrugby.com/joueurs/tom-baraer-18110.html,Tom BARAER,Mêlée,17,02/04/2007,,70,JIFF,ESPOIR,,,TABLE ESPOIRS
Montpellier Hérault Rugby,Italie,,https://www.allrugby.com/joueurs/giovanni-sante-13151.html,Giovanni SANTE,Ouverture,22,02/02/2003,,94,NON JIFF,ESPOIR,2025,,TABLE ESPOIRS
Montpellier Hérault Rugby,Nouvelle-Zélande,,https://www.allrugby.com/joueurs/crimson-tukino-10741.html,Crimson TUKINO,Centre,22,16/09/2002,,95,JIFF,ESPOIR,,,TABLE ESPOIRS
Montpellier Hérault Rugby,France,,https://www.allrugby.com/joueurs/joan-notolan-18111.html,Joan NOTOLAN,Centre,17,15/02/2007,,88,JIFF,ESPOIR,,,TABLE ESPOIRS
Montpellier Hérault Rugby,France,,https://www.allrugby.com/joueurs/jules-ducros-16343.html,Jules DUCROS,Centre,19,25/09/2005,,76,JIFF,ESPOIR,2026,,TABLE ESPOIRS
Montpellier Hérault Rugby,France,,https://www.allrugby.com/joueurs/julien-burguillos-15367.html,Julien BURGUILLOS,Centre,20,08/09/2004,,91,JIFF,ESPOIR,,,TABLE ESPOIRS
Montpellier Hérault Rugby,France,,https://www.allrugby.com/joueurs/souheib-benabdelkader-19249.html,Souheib BENABDELKADER,Centre,15,20/07/2009,,-,JIFF,ESPOIR,,,TABLE ESPOIRS
Montpellier Hérault Rugby,France,,https://www.allrugby.com/joueurs/titoan-rouvelet-15289.html,Titoan ROUVELET,Centre,19,27/05/2005,,94,JIFF,ESPOIR,2027,,TABLE ESPOIRS
Montpellier Hérault Rugby,Afrique du sud,,https://www.allrugby.com/joueurs/ridhau-bey-16309.html,Ridhau BEY,Ailier,21,21/01/2004,,86,NON JIFF,ESPOIR,,,TABLE ESPOIRS
Montpellier Hérault Rugby,France,,https://www.allrugby.com/joueurs/cesar-detranchant-15774.html,César DETRANCHANT,Arrière,19,25/02/2005,,-,JIFF,ESPOIR,,,TABLE ESPOIRS
Montpellier Hérault Rugby,France,,https://www.allrugby.com/joueurs/jack-kellner-16345.html,Jack KELLNER,Arrière,21,15/01/2004,,87,JIFF,ESPOIR,,,TABLE ESPOIRS
Stade Français Paris Rugby,France,,https://www.allrugby.com/joueurs/clement-castets-3581.html,Clément CASTETS,Pilier,28,05/05/1996,,123,JIFF,PRO,2025,,TABLE PROS
Stade Français Paris Rugby,Argentine,,https://www.allrugby.com/joueurs/francisco-gomez-kodela-1048.html,Francisco GOMEZ KODELA,Pilier,39,03/07/1985,,122,NON JIFF,PRO,2025,,TABLE PROS
Stade Français Paris Rugby,Géorgie,,https://www.allrugby.com/joueurs/giorgi-melikidze-3551.html,Giorgi MELIKIDZE,Pilier,28,24/05/1996,,117,JIFF Formé(8),PRO,,,TABLE PROS
Stade Français Paris Rugby,France,,https://www.allrugby.com/joueurs/hugo-ndiaye-11171.html,Hugo N'DIAYE,Pilier,24,18/08/2000,,120,JIFF(8),PRO,2025,,TABLE PROS
Stade Français Paris Rugby,France,,https://www.allrugby.com/joueurs/isaac-koffi-15461.html,Isaac KOFFI,Pilier,19,28/09/2005,,110,JIFF,ESPOIR,,,TABLE PROS
Stade Français Paris Rugby,Australie,,https://www.allrugby.com/joueurs/moses-alo-emile-6023.html,Moses ALO-EMILE,Pilier,25,18/01/2000,,130,JIFF Formé(8),PRO,2028,,TABLE PROS
Stade Français Paris Rugby,Australie,,https://www.allrugby.com/joueurs/paul-alo-emile-3387.html,Paul ALO-EMILE,Pilier,33,22/12/1991,,132,NON JIFF,PRO,2028,,TABLE PROS
Stade Français Paris Rugby,Géorgie,,https://www.allrugby.com/joueurs/sergo-abramishvili-12124.html,Sergo ABRAMISHVILI,Pilier,21,20/11/2003,,112,JIFF,ESPOIR,2028,,TABLE PROS
Stade Français Paris Rugby,Italie,,https://www.allrugby.com/joueurs/giacomo-nicotera-11072.html,Giacomo NICOTERA,Talonneur,28,15/07/1996,,108,NON JIFF,PRO,,,TABLE PROS
Stade Français Paris Rugby,France,,https://www.allrugby.com/joueurs/lucas-peyresblanques-4610.html,Lucas PEYRESBLANQUES,Talonneur,27,20/01/1998,,103,JIFF,PRO,2026,,TABLE PROS
Stade Français Paris Rugby,Géorgie,,https://www.allrugby.com/joueurs/luka-petriashvili-11756.html,Luka PETRIASHVILI,Talonneur,23,27/07/2001,,108,JIFF(8),PRO,2027,,TABLE PROS
Stade Français Paris Rugby,France,,https://www.allrugby.com/joueurs/mamoudou-meite-12129.html,Mamoudou MEÏTÉ,Talonneur,22,16/11/2002,,108,JIFF,ESPOIR,2025,,TABLE PROS
Stade Français Paris Rugby,France,,https://www.allrugby.com/joueurs/baptiste-pesenti-4430.html,Baptiste PESENTI,2ème ligne,27,03/07/1997,,122,JIFF,PRO,2026,,TABLE PROS
Stade Français Paris Rugby,Afrique du sud,,https://www.allrugby.com/joueurs/jj-van-der-mescht-7512.html,JJ VAN DER MESCHT,2ème ligne,25,04/05/1999,,145,NON JIFF,PRO,2027,,TABLE PROS
Stade Français Paris Rugby,France,,https://www.allrugby.com/joueurs/paul-gabrillagues-2374.html,Paul GABRILLAGUES,2ème ligne,31,03/06/1993,,119,JIFF Formé(8),PRO,,,TABLE PROS
Stade Français Paris Rugby,France,,https://www.allrugby.com/joueurs/pierre-henri-azagoh-5535.html,Pierre-Henri AZAGOH,2ème ligne,26,25/07/1998,,112,JIFF Formé(8),PRO,2026,,TABLE PROS
Stade Français Paris Rugby,Fidji,,https://www.allrugby.com/joueurs/setareki-turagacoke-18328.html,Setareki TURAGACOKE,2ème ligne,18,12/06/2006,,117,NON JIFF,ESPOIR,,,TABLE PROS
Stade Français Paris Rugby,Tonga,,https://www.allrugby.com/joueurs/tanginoa-halaifonua-5216.html,Tanginoa HALAIFONUA,2ème ligne,28,20/09/1996,,115,JIFF,PRO,,,TABLE PROS
Stade Français Paris Rugby,France,,https://www.allrugby.com/joueurs/andy-timo-13856.html,Andy TIMO,3ème ligne,20,28/05/2004,,95,JIFF,ESPOIR,2026,,TABLE PROS
Stade Français Paris Rugby,Argentine,,https://www.allrugby.com/joueurs/juan-martin-scelzo-13720.html,Juan Martin SCELZO,3ème ligne,23,12/02/2002,,110,JIFF,ESPOIR,,,TABLE PROS
Stade Français Paris Rugby,France,,https://www.allrugby.com/joueurs/mathieu-hirigoyen-4609.html,Mathieu HIRIGOYEN,3ème ligne,26,25/01/1999,,103,JIFF,PRO,2026,,TABLE PROS
Stade Français Paris Rugby,France,,https://www.allrugby.com/joueurs/pierre-huguet-3660.html,Pierre HUGUET,3ème ligne,29,05/11/1995,,111,JIFF,PRO,2027,,TABLE PROS
Stade Français Paris Rugby,France,,https://www.allrugby.com/joueurs/romain-briatte-2492.html,Romain BRIATTE,3ème ligne,31,18/02/1993,,107,JIFF,PRO,2025,,TABLE PROS
Stade Français Paris Rugby,France,,https://www.allrugby.com/joueurs/ryan-chapuis-6008.html,Ryan CHAPUIS,3ème ligne,27,12/12/1997,,105,JIFF Formé(8),PRO,,,TABLE PROS
Stade Français Paris Rugby,France,,https://www.allrugby.com/joueurs/sekou-macalou-2405.html,Sekou MACALOU,3ème ligne,29,20/04/1995,,108,JIFF Formé(8),PRO,2027,,TABLE PROS
Stade Français Paris Rugby,France,,https://www.allrugby.com/joueurs/yoan-tanga-5266.html,Yoan TANGA,3ème ligne,28,29/11/1996,,109,JIFF,PRO,2028,,TABLE PROS
Stade Français Paris Rugby,Nouvelle-Zélande,,https://www.allrugby.com/joueurs/brad-weber-6709.html,Brad WEBER,Mêlée,34,17/01/1991,,75,NON JIFF,PRO,,,TABLE PROS
Stade Français Paris Rugby,France,,https://www.allrugby.com/joueurs/martin-blum-17284.html,Martin BLUM,Mêlée,18,15/05/2006,,-,JIFF,ESPOIR,,,TABLE PROS
Stade Français Paris Rugby,France,,https://www.allrugby.com/joueurs/thibaut-motassi-15196.html,Thibaut MOTASSI,Mêlée,20,02/01/2005,,79,JIFF,ESPOIR,,,TABLE PROS
Stade Français Paris Rugby,France,,https://www.allrugby.com/joueurs/louis-carbonel-5175.html,Louis CARBONEL,Ouverture,26,04/02/1999,,88,JIFF,PRO,2027,,TABLE PROS
Stade Français Paris Rugby,France,,https://www.allrugby.com/joueurs/louis-foursans-bourdette-8654.html,Louis FOURSANS-BOURDETTE,Ouverture,23,29/01/2002,,81,JIFF(8),PRO,2027,,TABLE PROS
Stade Français Paris Rugby,Angleterre,,https://www.allrugby.com/joueurs/zack-henry-6020.html,Zack HENRY,Ouverture,30,01/10/1994,,89,NON JIFF,PRO,2026,,TABLE PROS
Stade Français Paris Rugby,Afrique du sud,,https://www.allrugby.com/joueurs/jeremy-ward-7508.html,Jeremy WARD,Centre,29,10/01/1996,,92,NON JIFF,PRO,2026,,TABLE PROS
Stade Français Paris Rugby,Angleterre,,https://www.allrugby.com/joueurs/joe-marchant-4165.html,Joe MARCHANT,Centre,28,16/07/1996,,89,NON JIFF,PRO,2026,,TABLE PROS
Stade Français Paris Rugby,France,,https://www.allrugby.com/joueurs/julien-delbouis-5538.html,Julien DELBOUIS,Centre,25,04/08/1999,,103,JIFF Formé(8),PRO,2026,,TABLE PROS
Stade Français Paris Rugby,France,,https://www.allrugby.com/joueurs/lester-etien-2496.html,Lester ÉTIEN,Ailier,29,21/06/1995,,102,JIFF,PRO,2025,,TABLE PROS
Stade Français Paris Rugby,Fidji,,https://www.allrugby.com/joueurs/peniasi-dakuwaqa-14612.html,Peniasi DAKUWAQA,Ailier,27,09/04/1997,,95,NON JIFF,PRO,2026,,TABLE PROS
Stade Français Paris Rugby,Portugal,,https://www.allrugby.com/joueurs/raffaele-storti-11176.html,Raffaele COSTA STORTI,Ailier,24,19/12/2000,,90,JIFF Formé(8),PRO,2027,,TABLE PROS
Stade Français Paris Rugby,Espagne,,https://www.allrugby.com/joueurs/samuel-ezeala-5179.html,Samuel EZEALA,Ailier,25,11/12/1999,,99,JIFF,PRO,2027,,TABLE PROS
Stade Français Paris Rugby,France,,https://www.allrugby.com/joueurs/charles-laloi-13660.html,Charles LALOI,Arrière,21,31/07/2003,,80,JIFF,ESPOIR,2026,,TABLE PROS
Stade Français Paris Rugby,Afrique du sud,,https://www.allrugby.com/joueurs/joe-jonas-9971.html,Joe JONAS,Arrière,24,31/12/2000,,90,JIFF(8),PRO,,,TABLE PROS
Stade Français Paris Rugby,France,,https://www.allrugby.com/joueurs/leo-barre-8224.html,Léo BARRÉ,Arrière,22,20/08/2002,,89,JIFF Formé(8),PRO,2029,,TABLE PROS
Stade Français Paris Rugby,France,,https://www.allrugby.com/joueurs/leo-monin-10322.html,Léo MONIN,Arrière,23,25/01/2002,,86,JIFF,ESPOIR,,,TABLE PROS
Stade Français Paris Rugby,France,,https://www.allrugby.com/joueurs/arthur-pinet-17073.html,Arthur PINET,Pilier,17,23/10/2007,,-,NON JIFF,ESPOIR,,,TABLE ESPOIRS
Stade Français Paris Rugby,Australie,,https://www.allrugby.com/joueurs/braxton-asi-17127.html,Braxton ASI,Pilier,20,27/09/2004,,128,NON JIFF,ESPOIR,,,TABLE ESPOIRS
Stade Français Paris Rugby,France,,https://www.allrugby.com/joueurs/mehdi-borsali-15459.html,Mehdi BORSALI,Pilier,20,08/01/2005,,95,JIFF,ESPOIR,,,TABLE ESPOIRS
Stade Français Paris Rugby,France,,https://www.allrugby.com/joueurs/yanis-lux-15460.html,Yanis LUX,Pilier,19,15/04/2005,,100,JIFF,ESPOIR,,,TABLE ESPOIRS
Stade Français Paris Rugby,France,,https://www.allrugby.com/joueurs/achille-stoessel-17304.html,Achille STOESSEL,Talonneur,17,28/04/2007,,-,JIFF,ESPOIR,,,TABLE ESPOIRS
Stade Français Paris Rugby,Espagne,,https://www.allrugby.com/joueurs/alvaro-garcia-15406.html,Álvaro GARCIA,Talonneur,21,22/08/2003,,107,NON JIFF,ESPOIR,,,TABLE ESPOIRS
Stade Français Paris Rugby,France,,https://www.allrugby.com/joueurs/ethan-tia-17149.html,Ethan TIA,Talonneur,18,19/03/2006,,-,JIFF,ESPOIR,,,TABLE ESPOIRS
Stade Français Paris Rugby,Afrique du sud,,https://www.allrugby.com/joueurs/jacques-botha-17956.html,Jacques BOTHA,2ème ligne,18,13/11/2006,,128,NON JIFF,ESPOIR,,,TABLE ESPOIRS
Stade Français Paris Rugby,Australie,,https://www.allrugby.com/joueurs/ollie-mccrea-15609.html,Ollie MCCREA,2ème ligne,20,18/10/2004,,119,NON JIFF,ESPOIR,,,TABLE ESPOIRS
Stade Français Paris Rugby,France,,https://www.allrugby.com/joueurs/ewen-tanguy-18641.html,Ewen TANGUY,3ème ligne,18,17/04/2006,,-,JIFF,ESPOIR,,,TABLE ESPOIRS
Stade Français Paris Rugby,Australie,,https://www.allrugby.com/joueurs/jaydon-viliamu-17128.html,Jaydon VILIAMU,3ème ligne,20,16/05/2004,,107,NON JIFF,ESPOIR,,,TABLE ESPOIRS
Stade Français Paris Rugby,France,,https://www.allrugby.com/joueurs/meric-chiffrin-18372.html,Méric CHIFFRIN,3ème ligne,19,06/01/2006,,-,JIFF,ESPOIR,,,TABLE ESPOIRS
Stade Français Paris Rugby,Fidji,,https://www.allrugby.com/joueurs/mosese-tabaukoto-18650.html,Mosese TABAUKOTO,3ème ligne,18,05/03/2006,,-,NON JIFF,ESPOIR,,,TABLE ESPOIRS
Stade Français Paris Rugby,France,,https://www.allrugby.com/joueurs/ali-bennot-17963.html,Ali BENNOT,Mêlée,19,07/06/2005,,80,JIFF,ESPOIR,,,TABLE ESPOIRS
Stade Français Paris Rugby,France,,https://www.allrugby.com/joueurs/gaspard-de-villeneuve-17283.html,Gaspard DE VILLENEUVE,Ouverture,17,03/04/2007,,-,JIFF,ESPOIR,,,TABLE ESPOIRS
Stade Français Paris Rugby,France,,https://www.allrugby.com/joueurs/rafael-sans-18370.html,Rafaël SANS,Ouverture,20,23/05/2004,,-,JIFF,ESPOIR,,,TABLE ESPOIRS
Stade Français Paris Rugby,Nouvelle-Zélande,,https://www.allrugby.com/joueurs/tauave-lamkam-17129.html,Tauave LEOFA,Ouverture,18,04/06/2006,,82,NON JIFF,ESPOIR,,,TABLE ESPOIRS
Stade Français Paris Rugby,France,,https://www.allrugby.com/joueurs/antonin-bikai-combe-18642.html,Antonin BIKAI-COMBE,Centre,18,07/12/2006,,-,JIFF,ESPOIR,,,TABLE ESPOIRS
Stade Français Paris Rugby,Nouvelle-Zélande,,https://www.allrugby.com/joueurs/luka-russell-18644.html,Luka RUSSELL,Centre,19,28/04/2005,,-,NON JIFF,ESPOIR,,,TABLE ESPOIRS
Stade Français Paris Rugby,France,,https://www.allrugby.com/joueurs/mathis-ibo-17041.html,Mathis IBO,Centre,20,22/01/2005,,78,JIFF,ESPOIR,,,TABLE ESPOIRS
Stade Français Paris Rugby,France,,https://www.allrugby.com/joueurs/matteo-amigorena-13707.html,Mattéo AMIGORENA,Centre,21,15/03/2003,,90,JIFF,ESPOIR,2025,,TABLE ESPOIRS
Stade Français Paris Rugby,Israël,,https://www.allrugby.com/joueurs/yishai-avrahami-18334.html,Yishai AVRAHAMI,Centre,,-,,-,NON JIFF,ESPOIR,,,TABLE ESPOIRS
